country_whitelist,country_blacklist,parents,title,alias 
,,shopping,Tobacco Shops,tobaccoshops
,,gourmet,Tofu Shops,tofu
JP,,,Tofu Shops,tofu
,,japanese,Tonkatsu,tonkatsu
JP,,,Tonkatsu,tonkatsu
TW,,,Tonkatsu,tonkatsu
SG,,,Tonkatsu,tonkatsu
,,food,Torshi,torshi
TR,,,Torshi,torshi
,,food,Tortillas,tortillas
MX,,,Tortillas,tortillas
,,hotelstravel,Tours,tours
,,auto,Towing,towing
,,transport,Town Car Service,towncarservice
MY,,,Town Car Service,towncarservice
TW,,,Town Car Service,towncarservice
AU,,,Town Car Service,towncarservice
CA,,,Town Car Service,towncarservice
BE,,,Town Car Service,towncarservice
US,,,Town Car Service,towncarservice
NL,,,Town Car Service,towncarservice
IE,,,Town Car Service,towncarservice
HK,,,Town Car Service,towncarservice
SG,,,Town Car Service,towncarservice
NZ,,,Town Car Service,towncarservice
PH,,,Town Car Service,towncarservice
GB,,,Town Car Service,towncarservice
,,publicservicesgovt,Town Hall,townhall
,MY,,Town Hall,townhall
,PL,,Town Hall,townhall
,TW,,Town Hall,townhall
,AU,,Town Hall,townhall
,CA,,Town Hall,townhall
,JP,,Town Hall,townhall
,IE,,Town Hall,townhall
,HK,,Town Hall,townhall
,FI,,Town Hall,townhall
,SG,,Town Hall,townhall
,NZ,,Town Hall,townhall
,PH,,Town Hall,townhall
,GB,,Town Hall,townhall
,,physicians,Toxicologists,toxicologists
,,shopping,Toy Stores,toys
,,restaurants,American (Traditional),tradamerican
,,fashion,Traditional Clothing,tradclothing
,,festivals,Trade Fairs,tradefairs
DE,,,Trade Fairs,tradefairs
CH,,,Trade Fairs,tradefairs
DK,,,Trade Fairs,tradefairs
BE,,,Trade Fairs,tradefairs
JP,,,Trade Fairs,tradefairs
NL,,,Trade Fairs,tradefairs
PT,,,Trade Fairs,tradefairs
IT,,,Trade Fairs,tradefairs
TR,,,Trade Fairs,tradefairs
FI,,,Trade Fairs,tradefairs
NO,,,Trade Fairs,tradefairs
CZ,,,Trade Fairs,tradefairs
AT,,,Trade Fairs,tradefairs
NZ,,,Trade Fairs,tradefairs
MX,,,Trade Fairs,tradefairs
,,restaurants,Traditional Swedish,traditional_swedish
FI,,,Traditional Swedish,traditional_swedish
SE,,,Traditional Swedish,traditional_swedish
,,specialtyschools,Traffic Schools,trafficschools
US,,,Traffic Schools,trafficschools
,,lawyers,Traffic Ticketing Law,trafficticketinglaw
US,,,Traffic Ticketing Law,trafficticketinglaw
,,auto,Trailer Dealers,trailerdealers
DE,,,Trailer Dealers,trailerdealers
DK,,,Trailer Dealers,trailerdealers
AU,,,Trailer Dealers,trailerdealers
CA,,,Trailer Dealers,trailerdealers
US,,,Trailer Dealers,trailerdealers
IE,,,Trailer Dealers,trailerdealers
NO,,,Trailer Dealers,trailerdealers
NZ,,,Trailer Dealers,trailerdealers
SG,,,Trailer Dealers,trailerdealers
GB,,,Trailer Dealers,trailerdealers
,,auto,Trailer Rental,trailerrental
,,auto,Trailer Repair,trailerrepair
DE,,,Trailer Repair,trailerrepair
PL,,,Trailer Repair,trailerrepair
DK,,,Trailer Repair,trailerrepair
AU,,,Trailer Repair,trailerrepair
CA,,,Trailer Repair,trailerrepair
CH,,,Trailer Repair,trailerrepair
BE,,,Trailer Repair,trailerrepair
NO,,,Trailer Repair,trailerrepair
BR,,,Trailer Repair,trailerrepair
NZ,,,Trailer Repair,trailerrepair
SG,,,Trailer Repair,trailerrepair
MY,,,Trailer Repair,trailerrepair
US,,,Trailer Repair,trailerrepair
NL,,,Trailer Repair,trailerrepair
IE,,,Trailer Repair,trailerrepair
PT,,,Trailer Repair,trailerrepair
SE,,,Trailer Repair,trailerrepair
AT,,,Trailer Repair,trailerrepair
PH,,,Trailer Repair,trailerrepair
GB,,,Trailer Repair,trailerrepair
,,transport,Trains,trains
,AR,,Trains,trains
,MY,,Trains,trains
,TW,,Trains,trains
,JP,,Trains,trains
,ES,,Trains,trains
,CL,,Trains,trains
,HK,,Trains,trains
,IT,,Trains,trains
,TR,,Trains,trains
,FI,,Trains,trains
,SG,,Trains,trains
,NZ,,Trains,trains
,PH,,Trains,trains
,MX,,Trains,trains
,,hotelstravel,Train Stations,trainstations
,,active,Trampoline Parks,trampoline
,AR,,Trampoline Parks,trampoline
,MY,,Trampoline Parks,trampoline
,TW,,Trampoline Parks,trampoline
,JP,,Trampoline Parks,trampoline
,ES,,Trampoline Parks,trampoline
,CL,,Trampoline Parks,trampoline
,HK,,Trampoline Parks,trampoline
,SG,,Trampoline Parks,trampoline
,BR,,Trampoline Parks,trampoline
,NZ,,Trampoline Parks,trampoline
,PH,,Trampoline Parks,trampoline
,MX,,Trampoline Parks,trampoline
,,professional,Translation Services,translationservices
,SE,,Translation Services,translationservices
,,auto,Transmission Repair,transmissionrepair
,DE,,Transmission Repair,transmissionrepair
,MY,,Transmission Repair,transmissionrepair
,CH,,Transmission Repair,transmissionrepair
,AT,,Transmission Repair,transmissionrepair
,PH,,Transmission Repair,transmissionrepair
,IT,,Transmission Repair,transmissionrepair
,,hotelstravel,Transportation,transport
,,portuguese,Tras-os-Montes,tras_os_montes
PT,,,Tras-os-Montes,tras_os_montes
,,restaurants,Trattorie,trattorie
AR,,,Trattorie,trattorie
PL,,,Trattorie,trattorie
CH,,,Trattorie,trattorie
CL,,,Trattorie,trattorie
FR,,,Trattorie,trattorie
IT,,,Trattorie,trattorie
,,travelservices,Travel Agents,travelagents
,IT,,Travel Agents,travelagents
,,hotelstravel,Travel Services,travelservices
,,homeservices,Tree Services,treeservices
,,caribbean,Trinidadian,trinidadian
US,,,Trinidadian,trinidadian
,,eventservices,Trivia Hosts,triviahosts
US,,,Trivia Hosts,triviahosts
,,shopping,Trophy Shops,trophyshops
,FI,,Trophy Shops,trophyshops
,BR,,Trophy Shops,trophyshops
,SE,,Trophy Shops,trophyshops
,NZ,,Trophy Shops,trophyshops
,SG,,Trophy Shops,trophyshops
,TR,,Trophy Shops,trophyshops
,,physicians,Tropical Medicine,tropicalmedicine
DE,,,Tropical Medicine,tropicalmedicine
BR,,,Tropical Medicine,tropicalmedicine
CH,,,Tropical Medicine,tropicalmedicine
AT,,,Tropical Medicine,tropicalmedicine
BE,,,Tropical Medicine,tropicalmedicine
NL,,,Tropical Medicine,tropicalmedicine
IT,,,Tropical Medicine,tropicalmedicine
,,auto,Truck Rental,truck_rental
,FI,,Truck Rental,truck_rental
,SE,,Truck Rental,truck_rental
,CZ,,Truck Rental,truck_rental
,JP,,Truck Rental,truck_rental
,NL,,Truck Rental,truck_rental
,TR,,Truck Rental,truck_rental
,,auto,Commercial Truck Dealers,truckdealers
,FI,,Commercial Truck Dealers,truckdealers
,TW,,Commercial Truck Dealers,truckdealers
,SE,,Commercial Truck Dealers,truckdealers
,CZ,,Commercial Truck Dealers,truckdealers
,JP,,Commercial Truck Dealers,truckdealers
,HK,,Commercial Truck Dealers,truckdealers
,TR,,Commercial Truck Dealers,truckdealers
,,auto,Commercial Truck Repair,truckrepair
DE,,,Commercial Truck Repair,truckrepair
PL,,,Commercial Truck Repair,truckrepair
DK,,,Commercial Truck Repair,truckrepair
CH,,,Commercial Truck Repair,truckrepair
CA,,,Commercial Truck Repair,truckrepair
AU,,,Commercial Truck Repair,truckrepair
BE,,,Commercial Truck Repair,truckrepair
IT,,,Commercial Truck Repair,truckrepair
NO,,,Commercial Truck Repair,truckrepair
BR,,,Commercial Truck Repair,truckrepair
NZ,,,Commercial Truck Repair,truckrepair
SG,,,Commercial Truck Repair,truckrepair
AR,,,Commercial Truck Repair,truckrepair
MY,,,Commercial Truck Repair,truckrepair
US,,,Commercial Truck Repair,truckrepair
ES,,,Commercial Truck Repair,truckrepair
NL,,,Commercial Truck Repair,truckrepair
FR,,,Commercial Truck Repair,truckrepair
CL,,,Commercial Truck Repair,truckrepair
IE,,,Commercial Truck Repair,truckrepair
AT,,,Commercial Truck Repair,truckrepair
PH,,,Commercial Truck Repair,truckrepair
GB,,,Commercial Truck Repair,truckrepair
MX,,,Commercial Truck Repair,truckrepair
,,active,Tubing,tubing
US,,,Tubing,tubing
,,tcm,Tui Na,tuina
,,restaurants,Turkish,turkish
,,turkish,Turkish Ravioli,turkishravioli
TR,,,Turkish Ravioli,turkishravioli
,,italian,Tuscan,tuscan
FR,,,Tuscan,tuscan
IT,,,Tuscan,tuscan
US,,,Tuscan,tuscan
,,education,Tutoring Centers,tutoring
,,localservices,TV Mounting,tvmounting
,BE,,TV Mounting,tvmounting
,JP,,TV Mounting,tvmounting
,NL,,TV Mounting,tvmounting
,FR,,TV Mounting,tvmounting
,IT,,TV Mounting,tvmounting
,,japanese,Udon,udon
FI,,,Udon,udon
TW,,,Udon,udon
NO,,,Udon,udon
SE,,,Udon,udon
DK,,,Udon,udon
JP,,,Udon,udon
HK,,,Udon,udon
,,restaurants,Ukrainian,ukrainian
,ES,,Ukrainian,ukrainian
,DK,,Ukrainian,ukrainian
,TR,,Ukrainian,ukrainian
,,health,Ultrasound Imaging Centers,ultrasoundimagingcenters
,,japanese,Unagi,unagi
JP,,,Unagi,unagi
TW,,,Unagi,unagi
,,physicians,Undersea/Hyperbaric Medicine,underseamedicine
,,shopping,Uniforms,uniforms
,CH,,Uniforms,uniforms
,JP,,Uniforms,uniforms
,NL,,Uniforms,uniforms
,IE,,Uniforms,uniforms
,TR,,Uniforms,uniforms
,SE,,Uniforms,uniforms
,CZ,,Uniforms,uniforms
,AT,,Uniforms,uniforms
,,realestate,University Housing,university_housing
,,localflavor,Unofficial Yelp Events,unofficialyelpevents
,,health,Urgent Care,urgent_care
,,physicians,Urologists,urologists
,,shopping,Used Bookstore,usedbooks
,AR,,Used Bookstore,usedbooks
,AU,,Used Bookstore,usedbooks
,CL,,Used Bookstore,usedbooks
,TR,,Used Bookstore,usedbooks
,,auto,Used Car Dealers,usedcardealers
,,homeservices,Utilities,utilities
PL,,,Utilities,utilities
AU,,,Utilities,utilities
US,,,Utilities,utilities
BE,,,Utilities,utilities
NL,,,Utilities,utilities
PT,,,Utilities,utilities
IT,,,Utilities,utilities
CZ,,,Utilities,utilities
SG,,,Utilities,utilities
GB,,,Utilities,utilities
,,restaurants,Uzbek,uzbek
CZ,,,Uzbek,uzbek
US,,,Uzbek,uzbek
,,hotelstravel,Vacation Rentals,vacation_rentals
,SG,,Vacation Rentals,vacation_rentals
,,hotelstravel,Vacation Rental Agents,vacationrentalagents
,ES,,Vacation Rental Agents,vacationrentalagents
,SG,,Vacation Rental Agents,vacationrentalagents
,,eventservices,Valet Services,valetservices
BR,,,Valet Services,valetservices
US,,,Valet Services,valetservices
TR,,,Valet Services,valetservices
,,shopping,Vape Shops,vapeshops
,BR,,Vape Shops,vapeshops
,SG,,Vape Shops,vapeshops
,,physicians,Vascular Medicine,vascularmedicine
,,restaurants,Vegan,vegan
,,restaurants,Vegetarian,vegetarian
,,auto,Vehicle Shipping,vehicleshipping
,,auto,Vehicle Wraps,vehiclewraps
,BE,,Vehicle Wraps,vehiclewraps
,FR,,Vehicle Wraps,vehiclewraps
,TR,,Vehicle Wraps,vehiclewraps
,,italian,Venetian,venetian
FR,,,Venetian,venetian
IT,,,Venetian,venetian
,,latin,Venezuelan,venezuelan
AR,,,Venezuelan,venezuelan
CL,,,Venezuelan,venezuelan
PT,,,Venezuelan,venezuelan
CA,,,Venezuelan,venezuelan
ES,,,Venezuelan,venezuelan
FR,,,Venezuelan,venezuelan
US,,,Venezuelan,venezuelan
,,restaurants,Venison,venison
PL,,,Venison,venison
DK,,,Venison,venison
AU,,,Venison,venison
CA,,,Venison,venison
IE,,,Venison,venison
IT,,,Venison,venison
NO,,,Venison,venison
CZ,,,Venison,venison
NZ,,,Venison,venison
SG,,,Venison,venison
GB,,,Venison,venison
,,eventservices,Venues & Event Spaces,venues
,,bars,Vermouth Bars,vermouthbars
,PL,,Vermouth Bars,vermouthbars
,DK,,Vermouth Bars,vermouthbars
,JP,,Vermouth Bars,vermouthbars
,FR,,Vermouth Bars,vermouthbars
,IT,,Vermouth Bars,vermouthbars
,TR,,Vermouth Bars,vermouthbars
,NO,,Vermouth Bars,vermouthbars
,BR,,Vermouth Bars,vermouthbars
,,pets,Veterinarians,vet
,,social_clubs,Veterans Organizations,veteransorganizations
US,,,Veterans Organizations,veteransorganizations
,,media,Videos & Video Game Rental,videoandgames
,,professional,Video/Film Production,videofilmproductions
,,media,Video Game Stores,videogamestores
,,eventservices,Videographers,videographers
,,restaurants,Vietnamese,vietnamese
,,fashion,"Used, Vintage & Consignment",vintage
,,media,Vinyl Records,vinyl_records
,,homeservices,Siding,vinylsiding
DK,,,Siding,vinylsiding
AU,,,Siding,vinylsiding
CA,,,Siding,vinylsiding
BE,,,Siding,vinylsiding
US,,,Siding,vinylsiding
NL,,,Siding,vinylsiding
IE,,,Siding,vinylsiding
NO,,,Siding,vinylsiding
SE,,,Siding,vinylsiding
NZ,,,Siding,vinylsiding
SG,,,Siding,vinylsiding
GB,,,Siding,vinylsiding
,,arts,Virtual Reality Centers,virtualrealitycenters
,,travelservices,Visitor Centers,visitorcenters
,,shopping,Vitamins & Supplements,vitaminssupplements
,MY,,Vitamins & Supplements,vitaminssupplements
,PH,,Vitamins & Supplements,vitaminssupplements
,,musicinstrumentservices,Vocal Coach,vocalcoach
,,specialtyschools,Vocational & Technical School,vocation
,,active,Volleyball,volleyball
DE,,,Volleyball,volleyball
AU,,,Volleyball,volleyball
DK,,,Volleyball,volleyball
JP,,,Volleyball,volleyball
FR,,,Volleyball,volleyball
FI,,,Volleyball,volleyball
NO,,,Volleyball,volleyball
BR,,,Volleyball,volleyball
SE,,,Volleyball,volleyball
CZ,,,Volleyball,volleyball
AT,,,Volleyball,volleyball
NZ,,,Volleyball,volleyball
SG,,,Volleyball,volleyball
,,restaurants,Waffles,waffles
,,education,Waldorf Schools,waldorfschools
,FI,,Waldorf Schools,waldorfschools
,,medcenters,Walk-in Clinics,walkinclinics
,CH,,Walk-in Clinics,walkinclinics
,AT,,Walk-in Clinics,walkinclinics
,IT,,Walk-in Clinics,walkinclinics
,DE,,Walk-in Clinics,walkinclinics
,,tours,Walking Tours,walkingtours
,,homeservices,Wallpapering,wallpapering
,,localservices,Watch Repair,watch_repair
,,shopping,Watches,watches
,,localservices,Water Delivery,waterdelivery
CA,,,Water Delivery,waterdelivery
MY,,,Water Delivery,waterdelivery
BR,,,Water Delivery,waterdelivery
US,,,Water Delivery,waterdelivery
PH,,,Water Delivery,waterdelivery
HK,,,Water Delivery,waterdelivery
,,homeservices,Water Heater Installation/Repair,waterheaterinstallrepair
,,active,Water Parks,waterparks
,DE,,Water Parks,waterparks
,AR,,Water Parks,waterparks
,MY,,Water Parks,waterparks
,CH,,Water Parks,waterparks
,AU,,Water Parks,waterparks
,CL,,Water Parks,waterparks
,IE,,Water Parks,waterparks
,HK,,Water Parks,waterparks
,FI,,Water Parks,waterparks
,AT,,Water Parks,waterparks
,NZ,,Water Parks,waterparks
,GB,,Water Parks,waterparks
,,homeservices,Waterproofing,waterproofing
,,homeservices,Water Purification Services,waterpurification
,,food,Water Stores,waterstores
CA,,,Water Stores,waterstores
BR,,,Water Stores,waterstores
MX,,,Water Stores,waterstores
US,,,Water Stores,waterstores
,,utilities,Water Suppliers,watersuppliers
,,transport,Water Taxis,watertaxis
AU,,,Water Taxis,watertaxis
NZ,,,Water Taxis,watertaxis
IE,,,Water Taxis,watertaxis
MX,,,Water Taxis,watertaxis
GB,,,Water Taxis,watertaxis
IT,,,Water Taxis,watertaxis
,,hairremoval,Waxing,waxing
,,professional,Web Design,web_design
,,eventservices,Wedding Planning,wedding_planning
,,eventservices,Wedding Chapels,weddingchappels
JP,,,Wedding Chapels,weddingchappels
AU,,,Wedding Chapels,weddingchappels
US,,,Wedding Chapels,weddingchappels
,,health,Weight Loss Centers,weightlosscenters
,,localservices,Well Drilling,welldrilling
DE,,,Well Drilling,welldrilling
PL,,,Well Drilling,welldrilling
DK,,,Well Drilling,welldrilling
CH,,,Well Drilling,welldrilling
IT,,,Well Drilling,welldrilling
NO,,,Well Drilling,welldrilling
BR,,,Well Drilling,welldrilling
CZ,,,Well Drilling,welldrilling
AR,,,Well Drilling,welldrilling
MY,,,Well Drilling,welldrilling
US,,,Well Drilling,welldrilling
CL,,,Well Drilling,welldrilling
ES,,,Well Drilling,welldrilling
AT,,,Well Drilling,welldrilling
PH,,,Well Drilling,welldrilling
MX,,,Well Drilling,welldrilling
,,japanese,Western Style Japanese Food,westernjapanese
JP,,,Western Style Japanese Food,westernjapanese
TW,,,Western Style Japanese Food,westernjapanese
SG,,,Western Style Japanese Food,westernjapanese
,,tours,Whale Watching Tours,whalewatchingtours
,CH,,Whale Watching Tours,whalewatchingtours
,AT,,Whale Watching Tours,whalewatchingtours
,DE,,Whale Watching Tours,whalewatchingtours
,,auto,Wheel & Rim Repair,wheelrimrepair
PT,,,Wheel & Rim Repair,wheelrimrepair
IT,,,Wheel & Rim Repair,wheelrimrepair
US,,,Wheel & Rim Repair,wheelrimrepair
,,bars,Whiskey Bars,whiskeybars
,IT,,Whiskey Bars,whiskeybars
,,shopping,Wholesale Stores,wholesale_stores
,CH,,Wholesale Stores,wholesale_stores
,AT,,Wholesale Stores,wholesale_stores
,DE,,Wholesale Stores,wholesale_stores
,,professional,Wholesalers,wholesalers
,MY,,Wholesalers,wholesalers
,TW,,Wholesalers,wholesalers
,PT,,Wholesalers,wholesalers
,FR,,Wholesalers,wholesalers
,HK,,Wholesalers,wholesalers
,TR,,Wholesalers,wholesalers
,FI,,Wholesalers,wholesalers
,BR,,Wholesalers,wholesalers
,SE,,Wholesalers,wholesalers
,CZ,,Wholesalers,wholesalers
,PH,,Wholesalers,wholesalers
,,shopping,Wigs,wigs
,MY,,Wigs,wigs
,TW,,Wigs,wigs
,CH,,Wigs,wigs
,JP,,Wigs,wigs
,IE,,Wigs,wigs
,HK,,Wigs,wigs
,TR,,Wigs,wigs
,SG,,Wigs,wigs
,BR,,Wigs,wigs
,SE,,Wigs,wigs
,AT,,Wigs,wigs
,NZ,,Wigs,wigs
,PH,,Wigs,wigs
,GB,,Wigs,wigs
,,localservices,Wildlife Control,wildlifecontrol
,JP,,Wildlife Control,wildlifecontrol
,,active,Wildlife Hunting Ranges,wildlifehunting
US,,,Wildlife Hunting Ranges,wildlifehunting
,,estateplanning,"Wills, Trusts, & Probates",willstrustsprobates
AU,,,"Wills, Trusts, & Probates",willstrustsprobates
CA,,,"Wills, Trusts, & Probates",willstrustsprobates
BE,,,"Wills, Trusts, & Probates",willstrustsprobates
US,,,"Wills, Trusts, & Probates",willstrustsprobates
NL,,,"Wills, Trusts, & Probates",willstrustsprobates
IE,,,"Wills, Trusts, & Probates",willstrustsprobates
IT,,,"Wills, Trusts, & Probates",willstrustsprobates
NZ,,,"Wills, Trusts, & Probates",willstrustsprobates
SG,,,"Wills, Trusts, & Probates",willstrustsprobates
GB,,,"Wills, Trusts, & Probates",willstrustsprobates
,,homeservices,Windows Installation,windowsinstallation
,,homeservices,Window Washing,windowwashing
,,auto,Windshield Installation & Repair,windshieldinstallrepair
,CH,,Windshield Installation & Repair,windshieldinstallrepair
,CZ,,Windshield Installation & Repair,windshieldinstallrepair
,AT,,Windshield Installation & Repair,windshieldinstallrepair
,DE,,Windshield Installation & Repair,windshieldinstallrepair
,,bars,Wine Bars,wine_bars
,,food,Wineries,wineries
,,arts,Wineries,wineries
,FI,,Wineries,wineries
,,tastingclasses,Wine Tasting Classes,winetasteclasses
,,wineries,Wine Tasting Room,winetastingroom
,,tours,Wine Tours,winetours
,,restaurants,Wok,wok
,AR,,Wok,wok
,PL,,Wok,wok
,TW,,Wok,wok
,AU,,Wok,wok
,CA,,Wok,wok
,US,,Wok,wok
,JP,,Wok,wok
,IE,,Wok,wok
,HK,,Wok,wok
,IT,,Wok,wok
,TR,,Wok,wok
,BR,,Wok,wok
,NZ,,Wok,wok
,SG,,Wok,wok
,GB,,Wok,wok
,,fashion,Women's Clothing,womenscloth
,,lawyers,Workers Compensation Law,workerscomplaw
,CH,,Workers Compensation Law,workerscomplaw
,FR,,Workers Compensation Law,workerscomplaw
,AT,,Workers Compensation Law,workerscomplaw
,DE,,Workers Compensation Law,workerscomplaw
,,restaurants,Wraps,wraps
NO,,,Wraps,wraps
SE,,,Wraps,wraps
DK,,,Wraps,wraps
CZ,,,Wraps,wraps
US,,,Wraps,wraps
PT,,,Wraps,wraps
TR,,,Wraps,wraps
,,festivals,Christmas Markets,xmasmarkets
,TR,,Christmas Markets,xmasmarkets
,BR,,Christmas Markets,xmasmarkets
,NZ,,Christmas Markets,xmasmarkets
,CA,,Christmas Markets,xmasmarkets
,IE,,Christmas Markets,xmasmarkets
,SG,,Christmas Markets,xmasmarkets
,US,,Christmas Markets,xmasmarkets
,,japanese,Yakiniku,yakiniku
JP,,,Yakiniku,yakiniku
